Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2022-10-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.63201624750546
2022-10-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.901728919674426
2022-10-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.03677813853886
2022-10-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.0755212014282
2022-10-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.88359347426458
2022-10-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.21099215206416
2022-10-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.44911045848973
2022-10-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.68586605094491
2022-10-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,50.95557872309672
2022-10-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.09062794197217
2022-10-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.12937100485774
2022-10-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.93744327770317
2022-10-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.26484195550043
2022-10-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.5029602619207
2022-10-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.73971585437526
2022-10-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.00942852653479
2022-10-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.144477745405474
2022-10-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.18322080829162
2022-10-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.99129308113516
2022-10-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.31869175892373
2022-10-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.55681006535166
2022-10-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.79356565780795
2022-10-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.063278329965264
2022-10-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.19832754883427
2022-11-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.237070611730225
2022-11-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.04514288456716
2022-11-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.37254156235838
2022-11-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.61065986878263
2022-11-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.84741546124065
2022-11-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.11712813340333
2022-11-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.25217735227134
2022-11-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.2909204151641
2022-11-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.09899268800246
2022-11-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.426391365793044
2022-11-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.664509672214
2022-11-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.90126526467776
2022-11-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.170977936841396
2022-11-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.30602715570464
2022-11-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.34477021859365
2022-11-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.15284249143776
2022-11-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.4802411692293
2022-11-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.71835947565504
2022-11-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,48.95511506810811
2022-11-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.22482774027188
2022-11-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.35987695913795
2022-11-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.39862002202318
2022-11-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.20669229486434
2022-11-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.53409097266556
2022-11-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.77220927908642
2022-11-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.008964871540805
2022-11-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.27867754370995
2022-11-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.413726762570505
2022-11-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.45246982545273
2022-11-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.260542098296334
2022-12-01,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.58794077609863
2022-12-02,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.82605908251739
2022-12-03,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.062814674973495
2022-12-04,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.33252734713224
2022-12-05,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.46757656600832
2022-12-06,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.50631962888661
2022-12-07,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.31439190173493
2022-12-08,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.64179057953488
2022-12-09,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.87990888595883
2022-12-10,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.116664478406186
2022-12-11,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.38637715056651
2022-12-12,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.521426369437116
2022-12-13,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.56016943231615
2022-12-14,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.36824170516692
2022-12-15,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.69564038295818
2022-12-16,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.933758689389784
2022-12-17,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.170514281836546
2022-12-18,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.44022695400078
2022-12-19,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.575276172865905
2022-12-20,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.61401923575909
2022-12-21,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.42209150860222
2022-12-22,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.74949018639285
2022-12-23,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.98760849282117
2022-12-24,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.22436408527156
2022-12-25,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.494076757438854
2022-12-26,FlyDubai,Dubai,Chennai,First Class,First Flyer,52.629125976303726
2022-12-27,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.66786903918863
2022-12-28,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.47594131203751
2022-12-29,FlyDubai,Dubai,Chennai,First Class,First Flyer,51.803339989827506
2022-12-30,FlyDubai,Dubai,Chennai,First Class,First Flyer,53.04145829625254
2022-12-31,FlyDubai,Dubai,Chennai,First Class,First Flyer,49.27821388870635
2021-01-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,59.98036116170816
2021-01-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.62546554029878
2021-01-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.20292457019764
2021-01-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.049216697771584
2021-01-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.318771006931556
2021-01-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.18557969508681
2021-01-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.80054495476234
2021-01-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.013685547466736
2021-01-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.658789926054475
2021-01-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.236248955946245
2021-01-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.082541083526145
2021-01-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.352095392684134
2021-01-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.21890408084569
2021-01-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.83386933995593
2021-01-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.047009932095484
2021-01-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.69211431012156
2021-01-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.26957333945369
2021-01-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.115865466464676
2021-01-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.385419775056896
2021-01-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.25222846264808
2021-01-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.86719372176004
2021-01-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.08033431389954
2021-01-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.725438691916736
2021-01-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.30289772125228
2021-01-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.149189848669934
2021-01-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.41874415766142
2021-01-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.2855528456642
2021-01-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.90051810517685
2021-01-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.11365869771559
2021-01-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.75876307614319
2021-01-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.33622210588014
2021-02-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.18251423329424
2021-02-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.452068542293986
2021-02-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.31887723028669
2021-02-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.93384248980421
2021-02-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.146983082345955
2021-02-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.79208746159749
2021-02-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.369546492146846
2021-02-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.215838620383394
2021-02-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.48539293020566
2021-02-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.35220161902146
2021-02-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.96716687935918
2021-02-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.180307472719655
2021-02-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.825411851972305
2021-02-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.402870882526
2021-02-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.2491630107656
2021-02-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.5187173205822
2021-02-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.38552600939945
2021-02-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.00049127026891
2021-02-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.21363186417163
2021-02-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.85873624395853
2021-02-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.43619527504667
2021-02-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.28248740382031
2021-02-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.55204171418408
2021-02-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.418850403533234
2021-02-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.03381566440653
2021-02-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.246956258309304
2021-02-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.89206063809334
2021-02-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.46951966919289
2021-03-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.31581179769739
2021-03-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.585366107794215
2021-03-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.45217479688166
2021-03-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.06714005749244
2021-03-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.28028065113092
2021-03-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.92538503065818
2021-03-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.502844061482655
2021-03-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.34913618999065
2021-03-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.61869050008841
2021-03-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.48549918917521
2021-03-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.10046444978668
2021-03-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.31360504342229
2021-03-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.95870942335764
2021-03-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.53616845459866
2021-03-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.38246058352328
2021-03-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.652014894035055
2021-03-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.518823583536474
2021-03-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.13378884456171
2021-03-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.34692943860944
2021-03-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.99203381854805
2021-03-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.569492849787295
2021-03-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.41578497870642
2021-03-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.68533928921623
2021-03-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.55214797863036
2021-03-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.167113239566895
2021-03-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.38025383352218
2021-03-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.025358213366445
2021-03-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.60281724451417
2021-03-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.449109373349266
2021-03-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.71866368376675
2021-03-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.58547237317753
2021-04-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.20043763411264
2021-04-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.41357822806892
2021-04-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.05868260791041
2021-04-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.636141639062494
2021-04-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.48243376762571
2021-04-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.75198807778415
2021-04-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.61879676693741
2021-04-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.2337620276075
2021-04-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.446902621303174
2021-04-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.092007000884045
2021-04-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.66946603177169
2021-04-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.515758160345015
2021-04-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.78531247050512
2021-04-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.65212115965041
2021-04-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.26708642032223
2021-04-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.48022701402194
2021-04-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.12533139379908
2021-04-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.70279042488463
2021-04-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.549082553655325
2021-04-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.81863686400674
2021-04-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.6854455533484
2021-04-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.300410814218935
2021-04-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.513551408111724
2021-04-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.158655787893025
2021-04-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.73611481897281
2021-04-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.58240694774701
2021-04-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.851961258099344
2021-04-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.71876994720433
2021-04-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.33373520783026
2021-04-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.54687580148707
2021-05-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.19198018103132
2021-05-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.769439211877305
2021-05-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.6157313404098
2021-05-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.885285650520075
2021-05-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.75209433962927
2021-05-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.36705960025797
2021-05-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.58020019391775
2021-05-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.225304573455155
2021-05-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.802763604305504
2021-05-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.64905573295384
2021-05-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.91861004318346
2021-05-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.7854187324203
2021-05-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.40038399316995
2021-05-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.61352458694716
2021-05-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.258628966613124
2021-05-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.83608799758302
2021-05-17,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.682380126234406
2021-05-18,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.95193443646318
2021-05-19,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.81874312569455
2021-05-20,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.433708386445936
2021-05-21,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.6468489802231
2021-05-22,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.291953359073155
2021-05-23,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.86941238923336
2021-05-24,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.715704517071586
2021-05-25,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.98525882649298
2021-05-26,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.852067514920606
2021-05-27,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.46703277486154
2021-05-28,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.680173367824715
2021-05-29,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.325277746682
2021-05-30,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.90273677684043
2021-05-31,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.749028904681694
2021-06-01,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.01858321410476
2021-06-02,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.885391901449225
2021-06-03,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.500357160317755
2021-06-04,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.71349775220874
2021-06-05,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.35860212999012
2021-06-06,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.93606115906721
2021-06-07,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.78235328583412
2021-06-08,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.051907594182914
2021-06-09,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.918716281528866
2021-06-10,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.533681540395975
2021-06-11,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.74682213228409
2021-06-12,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.39192651006044
2021-06-13,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,60.96938553914801
2021-06-14,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,61.815677666023625
2021-06-15,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,62.08523197448559
2021-06-16,FlyDubai,Dubai,Chennai,First Class,Frequent Flyer,58.952040661945254
